Hospital_ID,State,District,City,Hospital_Rating,District_Avg_Rating,Hospital_Score,Affordability_Score,Suitable_For_Disease,Recommendation
Hospital #3961,Punjab,Sahibzada Ajit Singh Nagar,Mohali,1,3.94,7.27,8.95,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3962,Bihar,Patna,Patna,2.4,4.08,7.2,5.59,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3963,Punjab,Gurdaspur,Gurdaspur,1.8,3.34,6.07,2.53,Diabetes Management,Recommended
Hospital #3964,Uttar Pradesh,Moradabad,Moradabad,3.3,4.11,4.04,5.33,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3965,Kerala,Malappuram,Mallapuram,1.7,3.41,2.76,3.01,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3966,Kerala,Kozhikode,Calicut,3.1,4.09,4.65,6.61,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3967,Tamilnadu,Namakkal,Namakkal,1.6,3.99,6.12,4.3,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #3968,Maharashtra,Jalna,Jalna,3.3,4.52,2.84,6.01,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #3969,Uttar Pradesh,Bareilly,Bareilly,1.2,3.68,8.36,7.06,Diabetes Management,Highly Recommended
Hospital #3970,Tamilnadu,Salem,Salem,1.3,3.82,5.35,7.47,Basic Primary Care,Moderate
Hospital #3971,Punjab,Ludhiana,Khanna,3.8,4.42,5.9,4.65,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3972,Kerala,Ernakulam,Kochi,2.3,3.95,7.76,9.19,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Highly Recommended
Hospital #3973,Haryana,Sirsa,Sirsa,4.7,4.91,6.66,5.69,Diabetes Management,Recommended
Hospital #3974,Himachal Pradesh,Mandi,Mandi,2.9,4.24,7.39,8.38,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3975,Haryana,Panchkula,Panchkula,2.6,4.56,2.54,2.08,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3976,Andhra Pradesh,Krishna,Vijayawada,3.2,4.07,5.14,6.99,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3977,Andhra Pradesh,Nellore,Nellore,4.9,4.02,4.2,3.73,"Diabetes Management, Eye Care",Moderate
Hospital #3978,Rajasthan,Udaipur,Udaipur,1.7,4.4,3.98,3.55,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3979,Telangana,Sangareddy,Sangareddy,2,4.14,7.49,3.08,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3980,Tamilnadu,Salem,Salem,4.5,3.88,3.76,5.6,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3981,Tamilnadu,Tirunelveli,Tirunelveli,2.5,3.37,5.66,8.31,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3982,Uttar Pradesh,Hapur,Hapur,2.7,4.08,3.21,8.97,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3983,Tamilnadu,Thanjavur,Thanjavur,1.8,4.21,6.67,4.51,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #3984,Rajasthan,Alwar,Alwar,2,4.06,6.2,3.49,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3985,Karnataka,Chamarajanagar,Chamrajnagar,4.2,3.13,2.82,8.29,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3986,Uttar Pradesh,Agra,Agra,3,4.06,5.43,7.75,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #3987,Tamilnadu,Sivaganga,Karaikudi,3.7,4.63,5.55,7.94,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3988,Tamilnadu,Kanyakumari,Kanyakumari,3,4.33,5.29,4.54,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3989,Maharashtra,Mumbai City,Mumbai,3.8,4.25,5.47,4.12,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3990,Rajasthan,Balotra,Balotra,4.7,4.93,2.72,3.73,Diabetes Management,Not Recommended
Hospital #3991,Kerala,Palakkad,Palakkad,4.5,4.36,4.34,9.02,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #3992,Gujarat,Vadodara,Vadodara,4.7,4.18,5.8,3.06,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #3993,Karnataka,Chamarajanagar,Chamrajnagar,2.8,3.14,6,5.68,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #3994,Karnataka,Hassan,Hassan,2.7,3.96,4.95,8.36,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3995,Karnataka,Bangalore Urban,Bangalore,2.5,3.89,3.9,7.1,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #3996,Uttar Pradesh,Meerut,Meerut,1.3,4.09,5.58,7.08,"Diabetes Management, Eye Care",Recommended
Hospital #3997,Uttarakhand,Udham Singh Nagar,Rudrapur,1.9,3.85,4.66,6.31,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #3998,Haryana,Kurukshetra,Kurushestra,3.7,3,6.97,8.07,"Diabetes Management, Eye Care",Recommended
Hospital #3999,Haryana,Jhajjar,Bahadurgarh,3.8,3.65,8.49,7.94,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #4000,Uttar Pradesh,Varanasi,Varanasi,2,4.08,4.19,4.74,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4001,West Bengal,Hooghly,Serampore,2.6,3.15,6.43,5.73,Eye Care,Recommended
Hospital #4002,Tamilnadu,Kanyakumari,Nagercoil,4.8,4.48,3.87,7.71,Diabetes Management,Not Recommended
Hospital #4003,Madhya Pradesh,Bhopal,Bhopal,1.9,4.19,5.82,5.7,Basic Primary Care,Recommended
Hospital #4004,Karnataka,Kalaburagi,Gulbarga,4.2,3.53,3.63,8.08,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4005,Haryana,Panipat,Panipat,2.8,4.12,2.68,3.1,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4006,Karnataka,Chikmagalur,Chikmaglur,4.8,3.96,7.36,8.59,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4007,Haryana,Sonipat,Sonepat,2.7,3.37,4.92,8.15,"General Medicine, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #4008,Karnataka,Chikmagalur,Chickmangalore,2.3,3.97,7.21,9.28,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4009,West Bengal,Howrah,Howrah,5,3.92,7.29,9.22,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #4010,Uttar Pradesh,Gautam Buddha Nagar,"Gautam Buddha 
Nagar",2.6,4.1,8.19,2.5,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #4011,Haryana,Jhajjar,Bahadurgarh,2.9,3.38,8.27,7.05,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #4012,Bihar,Darbhanga,Darbhanga,1.7,3.57,3.57,8.53,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #4013,Madhya Pradesh,Mandsaur,Mandsaur,1.1,4.38,7.97,5.05,Diabetes Management,Highly Recommended
Hospital #4014,Himachal Pradesh,Bilaspur,Bilaspur,2.2,3.46,5.23,4.91,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #4015,Haryana,Faridabad,Faridabad,2.3,4.18,4.85,9.82,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4016,Maharashtra,Pune,Baramati,2.7,4.25,4.83,9.14,Diabetes Management,Moderate
Hospital #4017,Goa,North Goa,Panaji,4.5,3.78,7.41,7.25,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4018,Punjab,Ludhiana,Ludhiana,3.3,4.2,3.72,7.66,Basic Primary Care,Not Recommended
Hospital #4019,Karnataka,Belagavi,Belgaum,1.8,3.92,5.17,8.51,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #4020,Tamilnadu,Tiruchirappalli,Trichy,2,3.88,5.92,5.88,Basic Primary Care,Recommended
Hospital #4021,Pondicherry,Puducherry,Pondicherry,1.2,4.44,6.38,9.26,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4022,Rajasthan,Sawai Madhopur,Sawai Madhopur,4.4,4.22,4.85,8.51,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4023,Kerala,Ernakulam,Ernakulam,2,4.27,6.9,5.62,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #4024,Haryana,Gurugram,Sohna,3.8,3.86,6.69,2.34,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4025,Karnataka,Belagavi,Belgaum,4.5,3.74,6.5,2.53,Diabetes Management,Recommended
Hospital #4026,Uttar Pradesh,Prayagraj,Allahabad,3,4.3,5.82,9.86,"Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #4027,Tamilnadu,Kanyakumari,Marthandam,1.4,4.44,4.46,5.56,"Diabetes Management, Eye Care",Moderate
Hospital #4028,Haryana,Panipat,Panipat,3,3.96,2.94,7.49,Basic Primary Care,Not Recommended
Hospital #4029,Karnataka,Tumakuru,Tumkur,2.4,3.83,3.67,2.3,"Diabetes Management, Eye Care",Not Recommended
Hospital #4030,Chhattisgarh,Raipur,Raipur,3.8,3.94,6.52,5.67,Basic Primary Care,Recommended
Hospital #4031,Andhra Pradesh,West Godavari,Tanuku,1.3,3.95,6.78,5.46,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #4032,Tamilnadu,Vellore,Vellore,2.1,4.26,7.53,6.8,"General Medicine, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #4033,Karnataka,Chamarajanagar,Chamrajnagar,1.5,3.3,3.51,7.3,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #4034,Rajasthan,Jalore,Jalore City,2.1,4.18,3.57,7.64,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #4035,Maharashtra,Nashik,Nasik,1.9,4.53,7.52,8.41,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #4036,Rajasthan,Chittorgarh,Chittorgarh,3.9,4.11,4.84,4.44,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Moderate
Hospital #4037,Punjab,Ludhiana,Khanna,1,4.39,7.1,9.34,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4038,Uttar Pradesh,Prayagraj,Allahabad,2,3.94,5.03,9.82,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4039,Tamilnadu,Vellore,Vellore,1.8,4.47,3.82,8.97,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #4040,Haryana,Ambala,Ambala,3.9,3.92,5.58,8.44,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4041,Maharashtra,Thane,Thane,3.5,4.06,8.11,5.12,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Highly Recommended
Hospital #4042,Delhi,New Delhi,Delhi,1.9,3.79,4.44,2.12,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #4043,Karnataka,Dakshina Kannada,Bantwal,1,3.55,3.82,7.2,"Diabetes Management, Eye Care",Not Recommended
Hospital #4044,Rajasthan,Bharatpur,Bharatpur,3.5,3.72,7.81,5.25,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Highly Recommended
Hospital #4045,Madhya Pradesh,Ujjain,Ujjain,4.9,4.09,5.72,9.83,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #4046,Haryana,Faridabad,Faridabad,2,3.86,4.45,6.98,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4047,Rajasthan,Jalore,Jalore City,4.7,4.31,3.3,3.39,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4048,Uttar Pradesh,Agra,Agra,3.7,3.86,2.61,9.21,Basic Primary Care,Not Recommended
Hospital #4049,Karnataka,Tumakuru,Tumkur,3,3.97,5.52,7.57,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care",Recommended
Hospital #4050,Himachal Pradesh,Bilaspur,Bilaspur,1.1,3.55,3.24,3.87,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4051,Tamilnadu,Kanyakumari,Marthandam,2,4.16,3.33,5.94,Diabetes Management,Not Recommended
Hospital #4052,Gujarat,Sabarkantha,Himmatnagar,2.5,4.66,3.93,7.73,Basic Primary Care,Not Recommended
Hospital #4053,Tamilnadu,Cuddalore,Cuddalore,4.5,2.75,4.41,8.22,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care",Moderate
Hospital #4054,Maharashtra,Kolhapur,Kolhapur,4.2,4.02,7.38,7.93,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4055,Telangana,Warangal,Warangal,3.9,3.14,3.73,2.43,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #4056,Jammu Kashmir,Jammu,Jammu,4.2,3.8,3.83,8.89,Eye Care,Not Recommended
Hospital #4057,Karnataka,Dakshina Kannada,Puttur,1.7,3.71,2.89,5.88,Diabetes Management,Not Recommended
Hospital #4058,Andhra Pradesh,Srikakulam,Srikakulam,3.5,3.36,3.73,2.72,"General Medicine, Cardiac Care, Orthopaedics, Cancer Treatment, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #4059,Maharashtra,Raigad,Raigad,4.3,4.29,3.92,2.62,Basic Primary Care,Not Recommended
Hospital #4060,Karnataka,Chitradurga,Chitradurga,1.7,4.11,5.04,6.79,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4061,Karnataka,Bidar,Bidar,3.3,3.76,3.71,8.81,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #4062,Andhra Pradesh,Ysr Kadapa,Proddutur,4.8,3.67,4.77,5.72,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4063,Maharashtra,Aurangabad,Aurangabad,3.4,3.97,3.44,9.53,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #4064,Andhra Pradesh,Guntur,Guntur,4,3.97,3,9.16,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4065,Punjab,Jalandhar,Jallandhar,3.1,4.08,3.55,5.01,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4066,Kerala,Thiruvananthapuram,"Thiruvananthap
Uram",2.1,4.32,5.39,4.63,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #4067,Haryana,Kurukshetra,Kurushestra,1.6,2.98,2.58,5.96,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4068,Madhya Pradesh,Mandsaur,Mandsaur,2.6,4.47,4.87,7.86,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4069,Madhya Pradesh,Mandsaur,Mandsaur,2.2,4.7,2.93,8.99,"General Medicine, Cardiac Care, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4070,Karnataka,Udupi,Kundapur,4.7,3.76,7.08,9.56,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Recommended
Hospital #4071,Maharashtra,Dhule,Dhule,3.8,4.95,4.71,2.46,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4072,Uttarakhand,Udham Singh Nagar,Rudrapur,2.7,3.9,5.37,9.28,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4073,Rajasthan,Ajmer,Ajmer,3.8,3.98,6.49,3.17,"General Medicine, Cardiac Care, Orthopaedics, Neurology, Eye Care, Kidney Disease",Recommended
Hospital #4074,Kerala,Thiruvananthapuram,"Thiruvananthap
Uram",4.8,4.16,3.98,6.57,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Not Recommended
Hospital #4075,Telangana,Sangareddy,Sangareddy,1.6,4.15,3.05,7.62,"General Medicine, Orthopaedics, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4076,Karnataka,Uttara Kannada,Karwar,3.8,3.82,2.98,9.19,"General Medicine, Maternity & Child Health, Diabetes Management, Eye Care, Kidney Disease",Not Recommended
Hospital #4077,Haryana,Ambala,Ambala,4.3,4,4.31,9.64,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Neurology, Eye Care, Kidney Disease",Moderate
Hospital #4078,Uttar Pradesh,Jaunpur,Jaunpur,2.5,4.02,4.97,8.92,"Maternity & Child Health, Diabetes Management, Eye Care",Moderate
Hospital #4079,Bihar,Vaishali,Hajipur,3.5,5.01,4.57,3.13,Diabetes Management,Moderate
Hospital #4080,Uttarakhand,Udham Singh Nagar,"Udhamsinghnaga
R",4,4.08,2.54,3.33,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
Hospital #4081,Andhra Pradesh,Ananthapuramu,Anantpur,1.4,4.61,5.01,5.29,"General Medicine, Cardiac Care, Orthopaedics, Maternity & Child Health, Cancer Treatment, Diabetes Management, Eye Care, Kidney Disease",Moderate
Hospital #4082,Tamilnadu,Coimbatore,Coimbatore,2.7,3.82,3.62,3.06,"General Medicine, Cardiac Care, Maternity & Child Health, Diabetes Management, Eye Care",Not Recommended
